176757694,42267455
176757694,80524914
176757694,84778132
176757694,111728593
176757694,120049441
176757694,123442091
176757694,131897817
176757694,153115199
176757694,175344736
176757694,129615629
176757694,177749614
156490979,31253338
156490979,41219046
156490979,41391176
156490979,51195132
156490979,51617107
156490979,53753933
156490979,55425232
156490979,55596647
156490979,57172616
156490979,58384784
156490979,63176175
156490979,64748680
156490979,69978010
156490979,70442922
156490979,73485008
156490979,73719699
156490979,74578133
156490979,75038942
156490979,79004141
156490979,79308852
156490979,84871954
156490979,91392208
156490979,95766539
156490979,106776632
156490979,109081440
156490979,109729243
156490979,119761505
156490979,122108871
156490979,122774635
156490979,124584687
156490979,129677952
156490979,138217034
156490979,142460718
156490979,150482427
156490979,153641819
156490979,154174125
156490979,154610583
156490979,16594408
156490979,16705202
156490979,18266465
156490979,21836581
156490979,23205138
156490979,24890705
156490979,30553381
156490979,31287756
156490979,33970405
156490979,35231906
156490979,38412898
156490979,39252591
156490979,42228026
156490979,42253953
156490979,47766378
156490979,48839827
156490979,49628122
156490979,49949140
156490979,50124105
156490979,50398556
156490979,50495367
156490979,51708268
156490979,52130249
156490979,52559650
156490979,52891875
156490979,54355234
156490979,54914635
156490979,55235750
156490979,55730183
156490979,57076464
156490979,57749856
156490979,57823371
156490979,58616952
156490979,60081938
156490979,61619073
156490979,61907632
156490979,61975193
156490979,62596509
156490979,62991145
156490979,63021411
156490979,63254534
156490979,65504975
156490979,65787743
156490979,67010873
156490979,67133289
156490979,67351575
156490979,67832252
156490979,67965907
156490979,68016032
156490979,68261475
156490979,69178812
156490979,69354142
156490979,69419004
156490979,69934383
156490979,69942971
156490979,69969751
156490979,70008095
156490979,70142936
156490979,70150619
156490979,70853004
156490979,71911743
156490979,73764942
156490979,73941783
156490979,75882833
156490979,78453449
156490979,79743431
156490979,82712815
156490979,83740548
156490979,84835708
156490979,85989478
156490979,86043420
156490979,86184019
156490979,87442886
156490979,87506333
156490979,87533385
156490979,89609367
156490979,90898622
156490979,92122472
156490979,92370981
156490979,94529910
156490979,97592335
156490979,98366327
156490979,98618305
156490979,100409542
156490979,100582718
156490979,101477334
156490979,103162701
156490979,103945048
156490979,104788638
156490979,104802005
156490979,104825618
156490979,107379207
156490979,109618726
156490979,109927074
156490979,111605663
156490979,111714541
156490979,113046502
156490979,114035476
156490979,115251957
156490979,115993471
156490979,116199099
156490979,118670359
156490979,118803800
156490979,119052581
156490979,119055055
156490979,120470068
156490979,121140493
156490979,121192673
156490979,122662135
156490979,122752815
156490979,124192481
156490979,124526658
156490979,125970264
156490979,126117591
156490979,126669093
156490979,126700549
156490979,126819552
156490979,126966888
156490979,127720064
156490979,127933449
156490979,128146983
156490979,129205965
156490979,130213298
156490979,132305401
156490979,132314769
156490979,132721352
156490979,137831518
156490979,139246102
156490979,142681837
156490979,144589634
156490979,144764881
156490979,145050093
156490979,145360776
156490979,146122968
156490979,146223674
156490979,146517768
156490979,147549182
156490979,149592802
156490979,150598429
156490979,151107632
156490979,151739519
156490979,151953554
156490979,152744661
156490979,152794527
156490979,152837902
156490979,152999197
156490979,153203619
156490979,156245054
156490979,156891557
156490979,157118159
156490979,157203866
156490979,157572379
156490979,160273455
156490979,160632145
156490979,160642431
156490979,160706376
156490979,161452979
156490979,161740809
156490979,162216848
156490979,162426635
156490979,162773093
156490979,163485049
156490979,164000092
156490979,164352727
156490979,164602703
156490979,165840473
156490979,165924603
156490979,166720529
156490979,167044443
156490979,167990213
156490979,169591741
156490979,169722580
156490979,170107102
156490979,170112979
156490979,170481663
156490979,171666747
156490979,171731955
156490979,172510027
156490979,173208894
156490979,173558023
156490979,173716278
156490979,173989842
156490979,174037517
156490979,176238808
156490979,176918939
156490979,177234848
156490979,178061769
156490979,178515275
156490979,179256101
156490979,180025218
156490979,180443793
156490979,180617885
156490979,181818967
156490979,182445303
156490979,183360583
156490979,183386285
156490979,183603286
156490979,183633383
156490979,183710231
156490979,184093147
156490979,184953624
156490979,185261838
156490979,185331932
156490979,185553235
156490979,185700828
156490979,185914414
156490979,186061851
156490979,186068955
156490979,186097166
156490979,186193738
156490979,186253073
156490979,186511074
156490979,186952902
156490979,187296126
156490979,187505630
156490979,187783171
156490979,188320088
156490979,188357715
156490979,188472282
156490979,188665443
156490979,188751992
156490979,188810107
156490979,188985403
156490979,188988816
156490979,189142463
156490979,189205234
156490979,190009562
156490979,190225651
156490979,191121880
156490979,191472696
156490979,191493639
156490979,191580494
156490979,191718933
156490979,191890485
156490979,191954617
156490979,191991259
